Categoria;Sigla;Descricao;Tipo de Ativo 
O;OPC OZ DEZ;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COZ 
O;OPC OZ FEV;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COG 
O;OPC OZ JAN;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COF 
O;OPC OZ JUL;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;CON 
O;OPC OZ JUN;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COM 
O;OPC OZ MAI;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COK 
O;OPC OZ MAR;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COH 
O;OPC OZ NOV;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COX 
O;OPC OZ OUT;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COV 
O;OPC OZ SET;OPCAO DE COMPRA SOBRE CONTRATO DE OURO DE 250G;COU 
O;OPC PA ABR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5D 
O;OPC PA AGO;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5H 
O;OPC PA DEZ;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5L 
O;OPC PA FEV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5B 
O;OPC PA JAN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5A 
O;OPC PA JUL;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5G 
O;OPC PA JUN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5F 
O;OPC PA MAI;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5E 
O;OPC PA MAR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5C 
O;OPC PA NOV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5K 
O;OPC PA OUT;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5J 
O;OPC PA SET;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE A;5I 
O;OPC PB ABR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6D 
O;OPC PB AGO;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6H 
O;OPC PB DEZ;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6L 
O;OPC PB FEV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6B 
O;OPC PB JAN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6A 
O;OPC PB JUL;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6G 
O;OPC PB JUN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6F 
O;OPC PB MAI;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6E 
O;OPC PB MAR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6C 
O;OPC PB NOV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6K 
O;OPC PB OUT;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6J 
O;OPC PB SET;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE B;6I 
O;OPC PC ABR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7D 
O;OPC PC AGO;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7H 
O;OPC PC DEZ;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7L 
O;OPC PC FEV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7B 
O;OPC PC JAN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7A 
O;OPC PC JUL;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7G 
O;OPC PC JUN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7F 
O;OPC PC MAI;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7E 
O;OPC PC MAR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7C 
O;OPC PC NOV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7K 
O;OPC PC OUT;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7J 
O;OPC PC SET;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE C;7I 
O;OPC PD ABR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8D 
O;OPC PD AGO;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8H 
O;OPC PD DEZ;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8L 
O;OPC PD FEV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8B 
O;OPC PD JAN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8A 
O;OPC PD JUL;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8G 
O;OPC PD JUN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8F 
O;OPC PD MAI;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8E 
O;OPC PD MAR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8C 
O;OPC PD NOV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8K 
O;OPC PD OUT;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8J 
O;OPC PD SET;OPCAO DE COMPRA DE ACOES PREFERENCIAIS CLASSE D;8I 
O;OPC PR ABR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4D 
O;OPC PR AGO;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4H 
O;OPC PR DEZ;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4L 
O;OPC PR FEV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4B 
O;OPC PR JAN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4A 
O;OPC PR JUL;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4G 
O;OPC PR JUN;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4F 
O;OPC PR MAI;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4E 
O;OPC PR MAR;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4C 
O;OPC PR NOV;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4K 
O;OPC PR OUT;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4J 
O;OPC PR SET;OPCAO DE COMPRA DE ACOES PREFERENCIAIS;4I 
O;OPC SFI;OPCAO DE COMPRA SOBRE CONTRATO FUTURO DE SOJA COM LIQ FINANC;CSF 
O;OPC SOJ;OPCAO DE COMPRA SOBRE CONTRATO FUTURO DE SOJA 27T;CSJ 
O;OPC VCA;VOLATILIDADE DE OPCAO DE COMPRA COM AJUSTE DE DOLAR;CVA 
O;OPC VF1;OPCAO DE COMPRA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 1;CF1 
O;OPC VF2;OPCAO DE COMPRA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 2;CF2 
O;OPC VF3;OPCAO DE COMPRA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 3;CF3 
O;OPC VF4;OPCAO DE COMPRA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 4;CF4 
O;OPC VF5;OPCAO DE COMPRA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 5;CF5 
O;OPC VF6;OPCAO DE COMPRA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 6;CF6 
O;OPC VF7;OPCAO DE COMPRA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 7;CF7 
O;OPC VID;OPCAO DE COMPRA SOBRE CONTRATO VOLATILIDADE TAXA JURO SPOT;CVI 
O;OPC VTC;OPCAO DE COMPRA SOBRE CONTRATO DE VOLATILIDADE TAXA CAMBIO;CVT 
O;OPC VTC 1;OPCAO DE COMPRA SOBRE CONTRATO DE VOLATILIDADE TAXA CAMBIO;CV 
O;OPF C CCM;OPCAO DE COMPRA SOBRE CONTRATO FUTURO DE MILHO – LIQ FINANC;OCM 
O;OPF C DOL;OPCAO DE COMPRA SOBRE CONTRATO FUTURO DE DOLAR COMERCIAL;CD 
O;OPF C IBV;OPCAO SOBRE CONTRATO FUTURO DO IBOVESPA;CIB 
O;OPF C IBV1;OPCAO DE COMPRA SOBRE CONTRATO FUTURO DO IBOVESPA;CB 
O;OPF C VOI;OPCAO DE COMPRA SOBRE CONTRATO FUTURO VOLATILIDADE IBOVESPA;CVO 
O;OPF C VOI1;OPCAO DE COMPRA SOBRE CONTRATO FUTURO VOLATILIDADE IBOVESPA;VO 
O;OPF V CCM;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE MILHO – LIQ FINANC;OVM 
O;OPF V DOL;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DOLAR COMERCIAL;VD 
O;OPF V IBV;OPCAO SOBRE CONTRATO FUTURO DO IBOVESPA;VIB 
O;OPF V IBV1;OPCAO DE VENDA SOBRE CONTRATO FUTURO DO IBOVESPA;VB 
O;OPF V VOI;OPCAO DE VENDA SOBRE CONTRATO FUTURO VOLATILIDADE IBOVESPA;VVO 
O;OPF V VOI1;OPCAO DE VENDA SOBRE CONTRATO FUTURO VOLATILIDADE IBOVESPA;VO 
O;OPV ALA;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE ALCOOL;VAL 
O;OPV BG ABR;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBJ 
O;OPV BG AGO;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBQ 
O;OPV BG DEZ;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBZ 
O;OPV BG FEV;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBG 
O;OPV BG JAN;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBF 
O;OPV BG JUL;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBN 
O;OPV BG JUN;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBM 
O;OPV BG MAI;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBK 
O;OPV BG MAR;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBH 
O;OPV BG NOV;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBX 
O;OPV BG OUT;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBV 
O;OPV BG SET;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE BOI GORDO;VBU 
O;OPV CF ABR;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCJ 
O;OPV CF AGO;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCQ 
O;OPV CF DEZ;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCZ 
O;OPV CF FEV;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCG 
O;OPV CF JAN;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCF 
O;OPV CF JUL;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCN 
O;OPV CF JUN;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCM 
O;OPV CF MAI;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCK 
O;OPV CF MAR;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCH 
O;OPV CF NOV;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCX 
O;OPV CF OUT;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCV 
O;OPV CF SET;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE ARABICA;VCU 
O;OPV CNI;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE MILHO;VMI 
O;OPV CNL;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE CAFE CONILLON;VCL 
O;OPV CT;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE ALGODAO;VCT 
O;OPV DI 1;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DI DE UM DIA SER 1;VD1 
O;OPV DI 2;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DI DE UM DIA SER 2;VD2 
O;OPV DI 3;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DI DE UM DIA SER 3;VD3 
O;OPV DI 4;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DI DE UM DIA SER 4;VI4 
O;OPV DI 5;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DI DE UM DIA SER 5;VI5 
O;OPV DI 6;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DI DE UM DIA SER 6;VI6 
O;OPV DI 7;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE DI DE UM DIA SER 7;VI7 
O;OPV DL ABR;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDJ 
O;OPV DL AGO;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDQ 
O;OPV DL DEZ;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDZ 
O;OPV DL FEV;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDG 
O;OPV DL JAN;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDF 
O;OPV DL JUL;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDN 
O;OPV DL JUN;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDM 
O;OPV DL MAI;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDK 
O;OPV DL MAR;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDH 
O;OPV DL NOV;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDX 
O;OPV DL OUT;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDV 
O;OPV DL SET;OPCAO DE VENDA SOBRE CONTRATO DE DOLAR COMERCIAL;VDU 
O;OPV DLA;OPCAO DE VENDA COM AJUSTE DE DOLAR;VDL 
O;OPV ETH;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE ETANOL HIDRATADO;VET 
O;OPV ID ABR;OPCAO DE VENDA SOBRE INDICE IDI;VIJ 
O;OPV ID AGO;OPCAO DE VENDA SOBRE INDICE IDI;VIQ 
O;OPV ID DEZ;OPCAO DE VENDA SOBRE INDICE IDI;VIZ 
O;OPV ID FEV;OPCAO DE VENDA SOBRE INDICE IDI;VIG 
O;OPV ID JAN;OPCAO DE VENDA SOBRE INDICE IDI;VIF 
O;OPV ID JUL;OPCAO DE VENDA SOBRE INDICE IDI;VIN 
O;OPV ID JUN;OPCAO DE VENDA SOBRE INDICE IDI;VIM 
O;OPV ID MAI;OPCAO DE VENDA SOBRE INDICE IDI;VIK 
O;OPV ID MAR;OPCAO DE VENDA SOBRE INDICE IDI;VIH 
O;OPV ID NOV;OPCAO DE VENDA SOBRE INDICE IDI;VIX 
O;OPV ID OUT;OPCAO DE VENDA SOBRE INDICE IDI;VIV 
O;OPV ID SET;OPCAO DE VENDA SOBRE INDICE IDI;VIU 
O;OPV ISU;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE ACUCAR;VIS 
O;OPV M1 ABR;OPCAO DE VENDA;9P 
O;OPV M1 AGO;OPCAO DE VENDA;9T 
O;OPV M1 DEZ;OPCAO DE VENDA;9X 
O;OPV M1 FEV;OPCAO DE VENDA;9N 
O;OPV M1 JAN;OPCAO DE VENDA;9M 
O;OPV M1 JUL;OPCAO DE VENDA;9S 
O;OPV M1 JUN;OPCAO DE VENDA;9R 
O;OPV M1 MAI;OPCAO DE VENDA;9Q 
O;OPV M1 MAR;OPCAO DE VENDA;9O 
O;OPV M1 NOV;OPCAO DE VENDA;9W 
O;OPV M1 OUT;OPCAO DE VENDA;9V 
O;OPV M1 SET;OPCAO DE VENDA;9U 
O;OPV OR ABR;OPCAO DE VENDA DE ACOES ORDINARIAS;3P 
O;OPV OR AGO;OPCAO DE VENDA DE ACOES ORDINARIAS;3T 
O;OPV OR DEZ;OPCAO DE VENDA DE ACOES ORDINARIAS;3X 
O;OPV OR FEV;OPCAO DE VENDA DE ACOES ORDINARIAS;3N 
O;OPV OR JAN;OPCAO DE VENDA DE ACOES ORDINARIAS;3M 
O;OPV OR JUL;OPCAO DE VENDA DE ACOES ORDINARIAS;3S 
O;OPV OR JUN;OPCAO DE VENDA DE ACOES ORDINARIAS;3R 
O;OPV OR MAI;OPCAO DE VENDA DE ACOES ORDINARIAS;3Q 
O;OPV OR MAR;OPCAO DE VENDA DE ACOES ORDINARIAS;3O 
O;OPV OR NOV;OPCAO DE VENDA DE ACOES ORDINARIAS;3W 
O;OPV OR OUT;OPCAO DE VENDA DE ACOES ORDINARIAS;3V 
O;OPV OR SET;OPCAO DE VENDA DE ACOES ORDINARIAS;3U 
O;OPV OZ ABR;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOJ 
O;OPV OZ AGO;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOQ 
O;OPV OZ DEZ;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOZ 
O;OPV OZ FEV;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOG 
O;OPV OZ JAN;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOF 
O;OPV OZ JUL;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VON 
O;OPV OZ JUN;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOM 
O;OPV OZ MAI;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOK 
O;OPV OZ MAR;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOH 
O;OPV OZ NOV;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOX 
O;OPV OZ OUT;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOV 
O;OPV OZ SET;OPCAO DE VENDA SOBRE CONTRATO DE OURO DE 250G;VOU 
O;OPV PA ABR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5P 
O;OPV PA AGO;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5T 
O;OPV PA DEZ;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5X 
O;OPV PA FEV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5N 
O;OPV PA JAN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5M 
O;OPV PA JUL;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5S 
O;OPV PA JUN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5R 
O;OPV PA MAI;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5Q 
O;OPV PA MAR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5O 
O;OPV PA NOV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5W 
O;OPV PA OUT;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5V 
O;OPV PA SET;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE A;5U 
O;OPV PB ABR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6P 
O;OPV PB AGO;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6T 
O;OPV PB DEZ;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6X 
O;OPV PB FEV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6N 
O;OPV PB JAN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6M 
O;OPV PB JUL;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6S 
O;OPV PB JUN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6R 
O;OPV PB MAI;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6Q 
O;OPV PB MAR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6O 
O;OPV PB NOV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6W 
O;OPV PB OUT;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6V 
O;OPV PB SET;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE B;6U 
O;OPV PC ABR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7P 
O;OPV PC AGO;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7T 
O;OPV PC DEZ;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7X 
O;OPV PC FEV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7N 
O;OPV PC JAN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7M 
O;OPV PC JUL;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7S 
O;OPV PC JUN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7R 
O;OPV PC MAI;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7Q 
O;OPV PC MAR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7O 
O;OPV PC NOV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7W 
O;OPV PC OUT;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7V 
O;OPV PC SET;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE C;7U 
O;OPV PD ABR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8P 
O;OPV PD AGO;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8T 
O;OPV PD DEZ;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8X 
O;OPV PD FEV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8N 
O;OPV PD JAN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8M 
O;OPV PD JUL;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8S 
O;OPV PD JUN;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8R 
O;OPV PD MAI;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8Q 
O;OPV PD MAR;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8O 
O;OPV PD NOV;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8W 
O;OPV PD OUT;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8V 
O;OPV PD SET;OPCAO DE VENDA DE ACOES PREFERENCIAIS CLASSE D;8U 
O;OPV PR ABR;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4P 
O;OPV PR AGO;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4T 
O;OPV PR DEZ;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4X 
O;OPV PR FEV;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4N 
O;OPV PR JAN;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4M 
O;OPV PR JUL;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4S 
O;OPV PR JUN;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4R 
O;OPV PR MAI;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4Q 
O;OPV PR MAR;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4O 
O;OPV PR NOV;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4W 
O;OPV PR OUT;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4V 
O;OPV PR SET;OPCAO DE VENDA DE ACOES PREFERENCIAIS;4U 
O;OPV SFI;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE SOJA COM LIQ FINANC;VSF 
O;OPV SOJ;OPCAO DE VENDA SOBRE CONTRATO FUTURO DE SOJA 27T;VSJ 
O;OPV VCA;VOLATILIDADE DE OPCAO DE VENDA COM AJUSTE DE DOLAR;VVA 
O;OPV VF1;OPCAO DE VENDA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 1;VF1 
O;OPV VF2;OPCAO DE VENDA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 2;VF2 
O;OPV VF3;OPCAO DE VENDA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 3;VF3 
O;OPV VF4;OPCAO DE VENDA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 4;VF4 
O;OPV VF5;OPCAO DE VENDA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 5;VF5 
O;OPV VF6;OPCAO DE VENDA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 6;VF6 
O;OPV VF7;OPCAO DE VENDA SOBRE FUTURO VOLATILIDADE TAXA JURO FOWARD 7;VF7 
O;OPV VID;OPCAO DE VENDA SOBRE CONTRATO VOLATILIDADE TAXA JURO SPOT;VVI 
O;OPV VTC;OPCAO DE VENDA SOBRE CONTRATO DE VOLATILIDADE TAXA CAMBIO;VVT 
O;OPV VTC 1;OPCAO DE VENDA SOBRE CONTRATO DE VOLATILIDADE TAXA CAMBIO;VV 
R;BONUS SUB;BONUS DE SUBSCRICAO;N 
R;DIR RESG;DIREITOS DE SUBSCRICAO EM ACOES RESGATAVEIS;G 
R;DIREITOS;DIREITOS DE SUBSCRICAO;D 
